,case_id,rescode,hhid,ind,aimag,soum,treatment,emplown,emplprimjo,hoursprimjo,emplsecjo,hourssecjo,hoursown,emplpartn,hourspartn
2950,109406.0,54403,1094,6,5,54,2.0,,,,,,,0.0,
2951,109407.0,54403,1094,7,5,54,2.0,,,,,,,0.0,
2952,109701.0,54406,1097,1,5,54,2.0,1.0,,,,,48.0,,
2953,109901.0,54401,1099,1,5,54,2.0,1.0,,,,,56.0,,
2954,109902.0,54401,1099,2,5,54,2.0,0.0,,,,,,,
2955,110101.0,54301,1101,1,5,54,2.0,,1.0,35.0,,,,,
2956,110102.0,54301,1101,2,5,54,2.0,,1.0,35.0,,,,,
2957,110103.0,54301,1101,3,5,54,2.0,,0.0,,,,,,
2958,110104.0,54301,1101,4,5,54,2.0,,0.0,,,,,,
2959,110501.0,54111,1105,1,5,54,2.0,,1.0,35.0,,,,,
2960,110502.0,54111,1105,2,5,54,2.0,,1.0,35.0,,,,,
2961,110503.0,54111,1105,3,5,54,2.0,,0.0,,,,,,
2962,110504.0,54111,1105,4,5,54,2.0,,0.0,,,,,,
2963,110601.0,54102,1106,1,5,54,2.0,1.0,,,,,26.0,,
2964,110602.0,54102,1106,2,5,54,2.0,0.0,,,,,,,
2965,110603.0,54102,1106,3,5,54,2.0,0.0,,,,,,,
2966,110604.0,54102,1106,4,5,54,2.0,0.0,,,,,,,
2967,110701.0,54202,1107,1,5,54,2.0,1.0,,,,,30.0,,
2968,110702.0,54202,1107,2,5,54,2.0,0.0,,,,,,,
2969,110703.0,54202,1107,3,5,54,2.0,0.0,,,,,,,
2970,110801.0,54101,1108,1,5,54,2.0,1.0,,,,,25.0,,
2971,110802.0,54101,1108,2,5,54,2.0,1.0,,,,,20.0,,
2972,110803.0,54101,1108,3,5,54,2.0,0.0,,,,,,,
2973,110804.0,54101,1108,4,5,54,2.0,0.0,,,,,,,
2974,110806.0,54101,1108,6,5,54,2.0,0.0,,,,,,,
2975,110807.0,54101,1108,7,5,54,2.0,0.0,,,,,,,
2976,110808.0,54101,1108,8,5,54,2.0,0.0,,,,,,,
2977,110809.0,54101,1108,9,5,54,2.0,0.0,,,,,,,
2978,110901.0,54205,1109,1,5,54,2.0,1.0,,,,,14.0,0.0,
2979,110902.0,54205,1109,2,5,54,2.0,0.0,,,,,,1.0,28.0
2980,110903.0,54205,1109,3,5,54,2.0,0.0,,,,,,0.0,
2981,110904.0,54205,1109,4,5,54,2.0,0.0,,,,,,0.0,
2982,110905.0,54205,1109,5,5,54,2.0,0.0,,,,,,0.0,
2983,111301.0,54206,1113,1,5,54,2.0,,1.0,84.0,,,,,
2984,111302.0,54206,1113,2,5,54,2.0,,1.0,14.0,,,,,
2985,111401.0,54303,1114,1,5,54,2.0,1.0,,,,,70.0,,
2986,111402.0,54303,1114,2,5,54,2.0,0.0,,,,,,,
2987,111403.0,54303,1114,3,5,54,2.0,0.0,,,,,,,
2988,111501.0,54302,1115,1,5,54,2.0,1.0,,,,,56.0,,
2989,111502.0,54302,1115,2,5,54,2.0,0.0,,,,,,,
2990,111503.0,54302,1115,3,5,54,2.0,0.0,,,,,,,
2991,111504.0,54302,1115,4,5,54,2.0,0.0,,,,,,,
2992,111601.0,54207,1116,1,5,54,2.0,1.0,1.0,9.0,1.0,70.0,7.0,,
2993,111602.0,54207,1116,2,5,54,2.0,1.0,1.0,9.0,1.0,20.0,7.0,,
2994,111603.0,54207,1116,3,5,54,2.0,1.0,1.0,4.0,0.0,,3.0,,
2995,111604.0,54207,1116,4,5,54,2.0,1.0,1.0,4.0,0.0,,2.0,,
2996,111605.0,54207,1116,5,5,54,2.0,1.0,1.0,4.0,0.0,,2.0,,
2997,111801.0,54107,1118,1,5,54,2.0,1.0,,,,,84.0,,
2998,111802.0,54107,1118,2,5,54,2.0,0.0,,,,,,,
2999,111803.0,54107,1118,3,5,54,2.0,0.0,,,,,,,
3000,112201.0,54108,1122,1,5,54,2.0,1.0,,,,,48.0,,
3001,112202.0,54108,1122,2,5,54,2.0,0.0,,,,,,,
3002,112203.0,54108,1122,3,5,54,2.0,,,,,,,,
3003,112301.0,54203,1123,1,5,54,2.0,1.0,,,,,56.0,,
3004,112302.0,54203,1123,2,5,54,2.0,0.0,,,,,,,
3005,112401.0,55302,1124,1,5,55,1.0,,,,,,,0.0,
3006,112402.0,55302,1124,2,5,55,1.0,,,,,,,1.0,56.0
3007,112403.0,55302,1124,3,5,55,1.0,,,,,,,,
3008,112601.0,55204,1126,1,5,55,1.0,,1.0,56.0,,,,,
3009,112602.0,55204,1126,2,5,55,1.0,,1.0,56.0,,,,,
3010,112603.0,55204,1126,3,5,55,1.0,,0.0,,,,,,
3011,112604.0,55204,1126,4,5,55,1.0,,1.0,56.0,,,,,
3012,112605.0,55204,1126,5,5,55,1.0,,0.0,,,,,,
3013,112801.0,55704,1128,1,5,55,1.0,1.0,,,,,70.0,,
3014,112802.0,55704,1128,2,5,55,1.0,0.0,,,,,,,
3015,112803.0,55704,1128,3,5,55,1.0,0.0,,,,,,,
3016,112804.0,55704,1128,4,5,55,1.0,0.0,,,,,,,
3017,112805.0,55704,1128,5,5,55,1.0,0.0,,,,,,,
3018,112806.0,55704,1128,6,5,55,1.0,0.0,,,,,,,
3019,113001.0,55508,1130,1,5,55,1.0,1.0,,,,,56.0,,
3020,113002.0,55508,1130,2,5,55,1.0,1.0,,,,,56.0,,
3021,113003.0,55508,1130,3,5,55,1.0,0.0,,,,,,,
3022,113004.0,55508,1130,4,5,55,1.0,0.0,,,,,,,
3023,113101.0,55201,1131,1,5,55,1.0,1.0,,,,,56.0,,
3024,113201.0,55604,1132,1,5,55,1.0,,1.0,16.0,,,,,
3025,113202.0,55604,1132,2,5,55,1.0,,0.0,,,,,,
3026,113203.0,55604,1132,3,5,55,1.0,,0.0,,,,,,
3027,113204.0,55604,1132,4,5,55,1.0,,0.0,,,,,,
3028,113301.0,55102,1133,1,5,55,1.0,1.0,,,,,35.0,,
3029,113302.0,55102,1133,2,5,55,1.0,0.0,,,,,,,
3030,113303.0,55102,1133,3,5,55,1.0,0.0,,,,,,,
3031,113304.0,55102,1133,4,5,55,1.0,0.0,,,,,,,
3032,113305.0,55102,1133,5,5,55,1.0,0.0,,,,,,,
3033,113601.0,55202,1136,1,5,55,1.0,1.0,,,,,70.0,,
3034,113602.0,55202,1136,2,5,55,1.0,0.0,,,,,,,
3035,113603.0,55202,1136,3,5,55,1.0,0.0,,,,,,,
3036,113701.0,55401,1137,1,5,55,1.0,1.0,,,,,24.0,,
3037,113702.0,55401,1137,2,5,55,1.0,0.0,,,,,,,
3038,113703.0,55401,1137,3,5,55,1.0,0.0,,,,,,,
3039,113704.0,55401,1137,4,5,55,1.0,0.0,,,,,,,
3040,113801.0,55301,1138,1,5,55,1.0,,1.0,48.0,1.0,56.0,,,
3041,113802.0,55301,1138,2,5,55,1.0,,1.0,48.0,1.0,56.0,,,
3042,113803.0,55301,1138,3,5,55,1.0,,0.0,,0.0,,,,
3043,113804.0,55301,1138,4,5,55,1.0,,0.0,,0.0,,,,
3044,113805.0,55301,1138,5,5,55,1.0,,0.0,,0.0,,,,
3045,113806.0,55301,1138,6,5,55,1.0,,0.0,,0.0,,,,
3046,114001.0,55607,1140,1,5,55,1.0,1.0,,,,,70.0,0.0,
3047,114002.0,55607,1140,2,5,55,1.0,0.0,,,,,,1.0,84.0
3048,114101.0,55605,1141,1,5,55,1.0,1.0,,,,,119.0,,
3049,114102.0,55605,1141,2,5,55,1.0,1.0,,,,,21.0,,
3050,114103.0,55605,1141,3,5,55,1.0,1.0,,,,,21.0,,
3051,114104.0,55605,1141,4,5,55,1.0,1.0,,,,,21.0,,
3052,114105.0,55605,1141,5,5,55,1.0,0.0,,,,,,,
3053,114201.0,55505,1142,1,5,55,1.0,1.0,,,,,56.0,,
3054,114202.0,55505,1142,2,5,55,1.0,0.0,,,,,,,
3055,114203.0,55505,1142,3,5,55,1.0,0.0,,,,,,,
3056,114204.0,55505,1142,4,5,55,1.0,1.0,,,,,56.0,,
3057,114301.0,55203,1143,1,5,55,1.0,1.0,,,,,32.0,0.0,
3058,114302.0,55203,1143,2,5,55,1.0,0.0,,,,,,1.0,35.0
3059,114303.0,55203,1143,3,5,55,1.0,0.0,,,,,,0.0,
3060,114401.0,55502,1144,1,5,55,1.0,,1.0,70.0,,,,,
3061,114402.0,55502,1144,2,5,55,1.0,,1.0,70.0,,,,,
3062,114501.0,55608,1145,1,5,55,1.0,1.0,,,,,14.0,,
3063,114502.0,55608,1145,2,5,55,1.0,1.0,,,,,14.0,,
3064,114503.0,55608,1145,3,5,55,1.0,0.0,,,,,,,
3065,114504.0,55608,1145,4,5,55,1.0,1.0,,,,,14.0,,
3066,114701.0,55506,1147,1,5,55,1.0,1.0,,,,,84.0,,
3067,114702.0,55506,1147,2,5,55,1.0,1.0,,,,,42.0,,
3068,114703.0,55506,1147,3,5,55,1.0,1.0,,,,,42.0,,
3069,114704.0,55506,1147,4,5,55,1.0,1.0,,,,,42.0,,
3070,114801.0,55101,1148,1,5,55,1.0,,1.0,56.0,,,,,
3071,114802.0,55101,1148,2,5,55,1.0,,1.0,56.0,,,,,
3072,114803.0,55101,1148,3,5,55,1.0,,0.0,,,,,,
3073,114804.0,55101,1148,4,5,55,1.0,,0.0,,,,,,
3074,115101.0,55501,1151,1,5,55,1.0,,1.0,56.0,,,,,
3075,115102.0,55501,1151,2,5,55,1.0,,1.0,56.0,,,,,
3076,115103.0,55501,1151,3,5,55,1.0,,0.0,,,,,,
3077,115104.0,55501,1151,4,5,55,1.0,,0.0,,,,,,
3078,115105.0,55501,1151,5,5,55,1.0,,0.0,,,,,,
