,rescode,hhsize,age16m,age16f,under16
661,37108,4.0,1.0,2.0,1.0
662,37202,5.0,1.0,1.0,3.0
663,37206,4.0,1.0,1.0,2.0
664,37203,5.0,2.0,3.0,0.0
665,37204,5.0,2.0,3.0,0.0
666,37209,6.0,2.0,3.0,1.0
667,37109,4.0,2.0,2.0,0.0
668,37307,6.0,2.0,2.0,2.0
669,37207,5.0,2.0,2.0,1.0
670,37110,6.0,1.0,3.0,2.0
671,37305,4.0,1.0,1.0,2.0
672,37304,3.0,1.0,2.0,0.0
673,37310,4.0,0.0,1.0,3.0
674,37301,4.0,1.0,1.0,2.0
675,37105,5.0,1.0,1.0,3.0
676,37103,5.0,2.0,3.0,0.0
677,37107,4.0,1.0,1.0,2.0
678,37302,7.0,3.0,2.0,2.0
679,37306,4.0,1.0,1.0,2.0
680,37309,5.0,2.0,2.0,1.0
681,38108,5.0,2.0,2.0,1.0
682,38103,5.0,1.0,1.0,3.0
683,38110,6.0,1.0,1.0,4.0
684,38309,4.0,1.0,1.0,2.0
685,38411,6.0,1.0,1.0,4.0
686,38409,6.0,1.0,2.0,3.0
687,38209,5.0,1.0,1.0,3.0
688,38210,5.0,1.0,1.0,3.0
689,38109,2.0,0.0,2.0,0.0
690,38208,3.0,1.0,1.0,1.0
691,38206,4.0,1.0,1.0,2.0
692,38102,4.0,2.0,1.0,1.0
693,38204,5.0,3.0,2.0,0.0
694,38211,4.0,1.0,1.0,2.0
695,38303,1.0,0.0,1.0,0.0
696,38302,3.0,0.0,1.0,2.0
697,38202,6.0,0.0,3.0,3.0
698,38408,6.0,2.0,4.0,0.0
699,38101,2.0,0.0,1.0,1.0
700,38405,6.0,3.0,1.0,2.0
701,38414,6.0,3.0,2.0,1.0
702,38413,3.0,0.0,2.0,1.0
703,38307,2.0,0.0,1.0,1.0
704,38301,3.0,0.0,1.0,2.0
705,38201,6.0,1.0,2.0,3.0
706,38106,4.0,1.0,1.0,2.0
707,38306,6.0,2.0,2.0,2.0
708,38205,4.0,3.0,1.0,0.0
709,38308,5.0,1.0,1.0,3.0
710,38412,3.0,1.0,1.0,1.0
711,39305,8.0,2.0,2.0,4.0
712,39102,4.0,1.0,2.0,1.0
713,39203,5.0,1.0,1.0,3.0
714,39506,11.0,5.0,5.0,1.0
715,39307,3.0,0.0,1.0,2.0
716,39407,3.0,1.0,1.0,1.0
717,39606,4.0,1.0,2.0,1.0
718,39303,3.0,0.0,1.0,2.0
719,39105,5.0,1.0,1.0,3.0
720,39101,4.0,1.0,2.0,1.0
721,39205,6.0,3.0,1.0,2.0
722,39504,4.0,1.0,1.0,2.0
723,39306,6.0,1.0,1.0,4.0
724,39405,5.0,1.0,1.0,3.0
725,39304,3.0,1.0,1.0,1.0
726,39204,5.0,1.0,1.0,3.0
727,39401,4.0,1.0,1.0,2.0
728,39103,6.0,1.0,1.0,4.0
729,39605,2.0,0.0,1.0,1.0
730,39406,5.0,1.0,3.0,1.0
731,39505,4.0,1.0,1.0,2.0
732,39508,2.0,1.0,1.0,0.0
733,39507,6.0,0.0,4.0,2.0
734,39607,6.0,1.0,4.0,1.0
735,39104,5.0,1.0,1.0,3.0
736,39404,3.0,1.0,1.0,1.0
737,39206,5.0,1.0,1.0,3.0
738,39403,4.0,0.0,2.0,2.0
739,39601,5.0,2.0,1.0,2.0
740,39302,4.0,0.0,2.0,2.0
741,39202,4.0,2.0,1.0,1.0
742,40510,3.0,0.0,2.0,1.0
743,40507,4.0,1.0,1.0,2.0
744,40203,1.0,0.0,1.0,0.0
745,40403,3.0,2.0,1.0,0.0
746,40103,4.0,0.0,1.0,3.0
747,40301,4.0,2.0,1.0,1.0
748,40304,3.0,0.0,2.0,1.0
749,40104,6.0,1.0,3.0,2.0
750,40302,3.0,0.0,1.0,2.0
751,40205,6.0,1.0,2.0,3.0
752,40307,4.0,0.0,3.0,3.0
753,40408,6.0,0.0,3.0,3.0
754,40505,5.0,1.0,3.0,1.0
755,40204,3.0,0.0,2.0,1.0
756,40509,7.0,2.0,3.0,2.0
757,40206,5.0,0.0,4.0,1.0
758,40405,6.0,0.0,5.0,1.0
759,40106,3.0,0.0,3.0,0.0
760,40102,4.0,0.0,1.0,3.0
761,40202,4.0,1.0,2.0,1.0
762,40402,4.0,1.0,3.0,1.0
763,40305,3.0,0.0,1.0,2.0
764,40407,3.0,0.0,1.0,2.0
765,40207,3.0,0.0,2.0,1.0
766,40101,2.0,0.0,2.0,0.0
767,40306,2.0,0.0,2.0,0.0
768,40401,3.0,0.0,1.0,2.0
769,40105,6.0,2.0,1.0,3.0
770,40504,3.0,1.0,1.0,1.0
771,40508,3.0,1.0,1.0,1.0
772,41411,6.0,1.0,3.0,2.0
773,41410,5.0,1.0,1.0,3.0
774,41305,5.0,2.0,3.0,0.0
775,41306,5.0,2.0,2.0,1.0
776,41206,7.0,2.0,1.0,4.0
777,41403,2.0,0.0,2.0,0.0
778,41301,6.0,0.0,3.0,3.0
779,41303,4.0,2.0,1.0,1.0
780,41408,3.0,2.0,1.0,0.0
781,41103,4.0,1.0,2.0,1.0
782,41201,5.0,1.0,1.0,3.0
783,41406,2.0,1.0,1.0,0.0
784,41204,5.0,4.0,1.0,0.0
785,41308,7.0,0.0,6.0,1.0
786,41202,9.0,4.0,2.0,3.0
787,41203,6.0,3.0,2.0,1.0
788,41307,4.0,2.0,1.0,1.0
789,41102,5.0,1.0,2.0,2.0
790,41309,6.0,0.0,4.0,2.0
791,41106,7.0,2.0,1.0,3.0
792,41402,3.0,1.0,1.0,1.0
793,41105,7.0,2.0,3.0,2.0
794,41413,3.0,0.0,2.0,1.0
795,42134,4.0,1.0,1.0,2.0
796,42135,4.0,1.0,1.0,2.0
797,42136,4.0,2.0,2.0,0.0
798,42131,3.0,2.0,1.0,0.0
799,42133,4.0,3.0,1.0,0.0
800,42117,5.0,2.0,2.0,1.0
801,42116,5.0,1.0,1.0,3.0
802,42132,3.0,1.0,2.0,0.0
803,42143,5.0,2.0,1.0,2.0
804,42121,6.0,4.0,1.0,1.0
805,42141,4.0,3.0,1.0,0.0
806,42140,5.0,2.0,1.0,2.0
807,42110,4.0,2.0,2.0,0.0
808,42102,6.0,2.0,2.0,2.0
809,42142,4.0,1.0,1.0,2.0
810,42101,4.0,1.0,3.0,0.0
811,42137,3.0,1.0,1.0,1.0
812,42138,6.0,3.0,3.0,0.0
813,42139,5.0,2.0,2.0,1.0
814,42119,5.0,1.0,2.0,2.0
815,42106,7.0,3.0,1.0,3.0
816,42109,6.0,2.0,3.0,1.0
817,42115,4.0,2.0,1.0,1.0
818,42145,5.0,0.0,2.0,3.0
819,42144,1.0,0.0,1.0,0.0
820,42103,4.0,2.0,1.0,1.0
821,42118,2.0,1.0,1.0,0.0
822,42126,8.0,4.0,4.0,0.0
823,42147,7.0,2.0,2.0,3.0
824,42146,3.0,1.0,1.0,1.0
825,43132,5.0,2.0,2.0,1.0
826,43141,8.0,2.0,4.0,2.0
827,43101,5.0,1.0,1.0,4.0
828,43127,4.0,0.0,3.0,1.0
829,43119,7.0,1.0,4.0,2.0
830,43134,5.0,1.0,2.0,2.0
831,43113,6.0,0.0,1.0,5.0
832,43133,4.0,1.0,2.0,1.0
833,43131,3.0,0.0,2.0,1.0
834,43142,4.0,1.0,1.0,2.0
835,43111,6.0,1.0,1.0,5.0
836,43129,6.0,2.0,3.0,1.0
837,43126,7.0,3.0,1.0,3.0
838,43107,6.0,1.0,2.0,3.0
839,43138,4.0,0.0,4.0,0.0
840,43136,5.0,1.0,1.0,3.0
841,43137,7.0,2.0,2.0,3.0
842,43103,4.0,0.0,1.0,3.0
843,43135,4.0,2.0,2.0,0.0
844,43115,4.0,1.0,2.0,1.0
845,43110,4.0,0.0,1.0,3.0
846,43124,6.0,2.0,2.0,2.0
847,43128,6.0,3.0,2.0,1.0
848,43106,4.0,1.0,1.0,2.0
849,43105,4.0,2.0,1.0,1.0
850,43109,5.0,0.0,2.0,3.0
851,43140,4.0,1.0,1.0,2.0
852,43139,5.0,2.0,1.0,2.0
853,43130,1.0,0.0,1.0,0.0
854,43118,5.0,2.0,2.0,1.0
855,44148,3.0,1.0,2.0,0.0
856,44121,4.0,3.0,1.0,0.0
857,44131,2.0,1.0,1.0,0.0
858,44133,6.0,2.0,3.0,1.0
859,44147,6.0,2.0,3.0,1.0
860,44134,3.0,2.0,1.0,0.0
861,44132,5.0,2.0,2.0,1.0
862,44128,5.0,1.0,2.0,2.0
863,44140,6.0,2.0,2.0,2.0
864,44141,4.0,2.0,2.0,0.0
865,44143,6.0,4.0,1.0,1.0
866,44142,3.0,0.0,1.0,2.0
867,44111,4.0,0.0,3.0,1.0
868,44146,4.0,1.0,2.0,1.0
869,44115,4.0,0.0,3.0,1.0
870,44106,6.0,3.0,2.0,1.0
871,44145,3.0,0.0,2.0,1.0
872,44105,6.0,1.0,1.0,4.0
873,44139,6.0,1.0,1.0,4.0
874,44144,5.0,2.0,3.0,0.0
875,44112,2.0,1.0,1.0,0.0
876,44138,3.0,1.0,1.0,1.0
877,44137,5.0,3.0,2.0,0.0
878,44135,5.0,2.0,2.0,1.0
879,44149,2.0,1.0,1.0,0.0
880,44136,2.0,1.0,1.0,0.0
881,44113,3.0,1.0,1.0,1.0
882,44123,4.0,1.0,1.0,2.0
883,44120,5.0,2.0,3.0,0.0
884,44118,4.0,2.0,1.0,1.0
885,45119,5.0,1.0,1.0,3.0
886,45124,5.0,2.0,1.0,3.0
887,45133,6.0,4.0,2.0,0.0
888,45118,4.0,1.0,1.0,2.0
889,45110,3.0,1.0,1.0,1.0
890,45115,7.0,2.0,2.0,3.0
891,45116,5.0,1.0,1.0,3.0
892,45113,5.0,1.0,1.0,3.0
893,45135,6.0,1.0,3.0,2.0
894,45137,4.0,1.0,3.0,0.0
895,45121,3.0,1.0,2.0,0.0
896,45102,4.0,2.0,1.0,1.0
897,45128,3.0,1.0,2.0,0.0
898,45109,4.0,2.0,2.0,0.0
899,45125,4.0,2.0,1.0,1.0
900,45136,4.0,2.0,1.0,1.0
901,45134,5.0,1.0,3.0,1.0
902,45132,4.0,2.0,2.0,0.0
903,45117,4.0,1.0,1.0,2.0
904,45111,3.0,1.0,2.0,0.0
905,45112,7.0,5.0,1.0,1.0
906,45120,5.0,2.0,2.0,1.0
907,45129,5.0,1.0,2.0,2.0
908,45126,6.0,3.0,2.0,1.0
909,45139,3.0,1.0,1.0,1.0
910,45107,3.0,1.0,2.0,0.0
911,45131,3.0,1.0,1.0,1.0
912,45114,4.0,1.0,1.0,2.0
913,45106,5.0,1.0,3.0,1.0
914,45105,2.0,1.0,1.0,0.0
915,45108,6.0,3.0,2.0,1.0
916,46126,2.0,0.0,1.0,1.0
917,46101,8.0,1.0,6.0,1.0
918,46122,5.0,2.0,2.0,1.0
919,46123,4.0,1.0,1.0,2.0
920,46104,7.0,3.0,2.0,2.0
921,46120,7.0,2.0,3.0,2.0
922,46136,5.0,1.0,2.0,2.0
923,46116,7.0,2.0,2.0,3.0
924,46127,5.0,1.0,2.0,2.0
925,46105,8.0,2.0,3.0,3.0
926,46103,6.0,4.0,2.0,0.0
927,46119,9.0,4.0,1.0,4.0
928,46129,5.0,1.0,2.0,2.0
929,46128,3.0,0.0,1.0,2.0
930,46134,5.0,2.0,2.0,1.0
931,46112,2.0,1.0,1.0,0.0
932,46113,9.0,3.0,3.0,3.0
933,46132,4.0,1.0,1.0,2.0
934,46125,6.0,3.0,2.0,1.0
935,46133,3.0,1.0,1.0,1.0
936,46102,7.0,3.0,2.0,2.0
937,46131,6.0,1.0,2.0,3.0
938,46115,3.0,0.0,1.0,2.0
939,46110,6.0,3.0,2.0,1.0
940,47218,8.0,2.0,4.0,2.0
941,47217,2.0,0.0,1.0,1.0
942,47108,4.0,1.0,1.0,2.0
943,47202,5.0,1.0,3.0,1.0
944,47209,3.0,1.0,1.0,1.0
945,47210,7.0,2.0,2.0,3.0
946,47203,3.0,0.0,1.0,3.0
947,47101,6.0,2.0,3.0,1.0
948,47105,4.0,0.0,3.0,1.0
949,47118,6.0,2.0,3.0,1.0
950,47107,2.0,0.0,1.0,1.0
951,47115,5.0,1.0,1.0,3.0
952,47109,4.0,0.0,4.0,0.0
953,47206,3.0,1.0,2.0,0.0
954,47112,3.0,0.0,1.0,2.0
955,47205,3.0,1.0,2.0,0.0
956,47213,7.0,3.0,1.0,3.0
957,47114,6.0,0.0,1.0,5.0
958,47116,6.0,2.0,3.0,1.0
959,47103,6.0,3.0,2.0,1.0
960,47214,8.0,3.0,3.0,2.0
961,47104,3.0,1.0,1.0,1.0
962,47111,3.0,2.0,1.0,0.0
963,47219,5.0,1.0,2.0,2.0
964,47117,2.0,1.0,1.0,0.0
965,47216,10.0,3.0,2.0,5.0
966,47102,3.0,0.0,3.0,0.0
967,47207,7.0,1.0,4.0,2.0
968,47204,6.0,2.0,1.0,3.0
969,47215,6.0,2.0,1.0,3.0
970,47220,3.0,1.0,2.0,1.0
971,48201,2.0,1.0,1.0,0.0
972,48204,3.0,0.0,2.0,1.0
973,48403,3.0,0.0,1.0,3.0
974,48501,2.0,0.0,2.0,0.0
975,48504,3.0,1.0,2.0,0.0
976,48703,6.0,1.0,2.0,3.0
977,48505,6.0,0.0,3.0,3.0
978,48101,5.0,2.0,2.0,1.0
979,48705,5.0,1.0,3.0,1.0
980,48603,6.0,2.0,2.0,2.0
981,48601,3.0,1.0,1.0,1.0
982,48503,3.0,1.0,1.0,1.0
983,48301,3.0,1.0,2.0,0.0
984,48203,6.0,1.0,2.0,3.0
985,48202,6.0,1.0,3.0,2.0
986,48104,7.0,3.0,3.0,1.0
987,48706,5.0,1.0,1.0,3.0
988,48702,5.0,1.0,1.0,3.0
989,48701,2.0,0.0,1.0,1.0
990,48404,3.0,0.0,1.0,2.0
991,48401,5.0,2.0,2.0,1.0
992,48304,5.0,1.0,1.0,3.0
993,48302,5.0,1.0,1.0,3.0
994,48406,3.0,2.0,1.0,0.0
995,48105,4.0,1.0,1.0,2.0
996,48602,3.0,0.0,1.0,2.0
997,48604,6.0,1.0,2.0,3.0
998,48402,4.0,0.0,3.0,1.0
999,48303,5.0,2.0,1.0,2.0
1000,48205,4.0,1.0,1.0,2.0
1001,51122,3.0,0.0,2.0,1.0
1002,51128,5.0,1.0,3.0,1.0
1003,51114,4.0,1.0,1.0,2.0
1004,51111,6.0,1.0,1.0,4.0
1005,51136,5.0,2.0,2.0,1.0
1006,51129,4.0,1.0,1.0,2.0
1007,51131,4.0,0.0,1.0,3.0
1008,51133,4.0,1.0,1.0,2.0
1009,51108,8.0,4.0,2.0,2.0
1010,51137,5.0,1.0,2.0,2.0
1011,51105,4.0,0.0,2.0,2.0
1012,51125,7.0,1.0,1.0,5.0
1013,51118,4.0,1.0,1.0,2.0
1014,51112,4.0,1.0,1.0,2.0
1015,51135,6.0,1.0,1.0,4.0
1016,51132,6.0,1.0,2.0,3.0
1017,51113,6.0,2.0,2.0,2.0
1018,51103,6.0,1.0,4.0,1.0
1019,51104,4.0,0.0,2.0,2.0
1020,51101,3.0,1.0,1.0,1.0
1021,51102,5.0,1.0,2.0,2.0
1022,51123,6.0,1.0,2.0,3.0
1023,51106,3.0,0.0,1.0,2.0
1024,51117,4.0,0.0,2.0,2.0
1025,51134,4.0,1.0,1.0,2.0
1026,51130,4.0,1.0,1.0,2.0
1027,51115,3.0,2.0,1.0,0.0
1028,51120,5.0,1.0,1.0,3.0
1029,51107,6.0,1.0,3.0,2.0
1030,52405,5.0,2.0,2.0,1.0
1031,52206,4.0,1.0,2.0,1.0
1032,52507,4.0,1.0,2.0,1.0
1033,52406,3.0,0.0,1.0,2.0
1034,52207,4.0,1.0,1.0,2.0
1035,52208,5.0,1.0,1.0,3.0
1036,52107,5.0,1.0,3.0,1.0
1037,52307,7.0,3.0,3.0,1.0
1038,52106,5.0,1.0,1.0,3.0
1039,52403,5.0,1.0,2.0,2.0
1040,52110,7.0,2.0,1.0,4.0
1041,52402,6.0,2.0,1.0,3.0
1042,52210,5.0,3.0,1.0,1.0
1043,52201,5.0,0.0,2.0,3.0
1044,52508,6.0,2.0,4.0,0.0
1045,52504,3.0,1.0,1.0,1.0
1046,52108,5.0,1.0,1.0,3.0
1047,52209,8.0,2.0,4.0,2.0
1048,52105,7.0,2.0,2.0,3.0
1049,52205,5.0,2.0,1.0,2.0
1050,52502,5.0,2.0,1.0,2.0
1051,52111,12.0,3.0,4.0,5.0
1052,52506,4.0,0.0,1.0,3.0
1053,52204,5.0,1.0,2.0,2.0
1054,52112,4.0,2.0,2.0,0.0
1055,52404,7.0,1.0,2.0,4.0
1056,52505,5.0,2.0,2.0,1.0
1057,52109,5.0,1.0,2.0,2.0
1058,52401,5.0,1.0,1.0,3.0
1059,52304,5.0,1.0,1.0,3.0
1060,53403,4.0,1.0,3.0,0.0
1061,53105,6.0,2.0,3.0,1.0
1062,53202,6.0,2.0,2.0,2.0
1063,53501,4.0,1.0,2.0,1.0
1064,53208,5.0,1.0,3.0,1.0
1065,53801,5.0,1.0,1.0,3.0
1066,53502,4.0,2.0,1.0,1.0
1067,53101,4.0,0.0,1.0,3.0
1068,53302,6.0,1.0,1.0,4.0
1069,53602,5.0,1.0,1.0,3.0
1070,53401,5.0,3.0,2.0,0.0
1071,53215,4.0,3.0,1.0,0.0
1072,53802,6.0,2.0,2.0,2.0
1073,53504,4.0,1.0,1.0,2.0
1074,53203,7.0,1.0,2.0,4.0
1075,53206,9.0,1.0,2.0,6.0
1076,53301,3.0,2.0,1.0,0.0
1077,53106,3.0,1.0,1.0,2.0
1078,53213,6.0,2.0,3.0,1.0
1079,53405,5.0,2.0,2.0,1.0
1080,53204,5.0,1.0,2.0,2.0
1081,53214,5.0,1.0,1.0,3.0
1082,53404,7.0,2.0,3.0,2.0
1083,53703,3.0,1.0,1.0,1.0
1084,53212,3.0,0.0,1.0,2.0
1085,53701,4.0,1.0,1.0,2.0
1086,53201,4.0,1.0,1.0,2.0
1087,53102,4.0,2.0,1.0,1.0
1088,53210,4.0,1.0,1.0,2.0
1089,53211,3.0,0.0,1.0,2.0
1090,54403,8.0,3.0,2.0,3.0
1091,54109,5.0,3.0,2.0,0.0
1092,54103,5.0,2.0,2.0,1.0
1093,54406,1.0,0.0,1.0,0.0
1094,54110,3.0,1.0,1.0,1.0
1095,54401,2.0,0.0,2.0,0.0
1096,54105,3.0,1.0,1.0,1.0
1097,54301,4.0,1.0,1.0,2.0
1098,54407,5.0,0.0,2.0,3.0
1099,54104,5.0,1.0,1.0,3.0
1100,54106,9.0,4.0,2.0,3.0
1101,54111,4.0,3.0,1.0,0.0
1102,54102,4.0,0.0,2.0,2.0
1103,54202,3.0,0.0,1.0,2.0
1104,54101,10.0,4.0,2.0,4.0
1105,54205,6.0,1.0,2.0,3.0
1106,54408,4.0,1.0,1.0,2.0
1107,54304,4.0,1.0,2.0,1.0
1108,54405,5.0,1.0,2.0,2.0
1109,54206,2.0,1.0,1.0,0.0
1110,54303,3.0,0.0,1.0,2.0
1111,54302,5.0,2.0,2.0,1.0
1112,54207,6.0,1.0,1.0,4.0
1113,54409,4.0,1.0,1.0,2.0
1114,54107,3.0,0.0,1.0,2.0
1115,54112,7.0,1.0,3.0,3.0
1116,54201,4.0,1.0,1.0,2.0
1117,54307,4.0,1.0,1.0,2.0
1118,54108,3.0,0.0,2.0,1.0
1119,54203,2.0,0.0,1.0,1.0
1120,55302,5.0,1.0,1.0,3.0
1121,55602,2.0,1.0,1.0,0.0
1122,55204,5.0,2.0,3.0,0.0
1123,55603,4.0,3.0,1.0,0.0
1124,55704,8.0,3.0,3.0,2.0
1125,55606,4.0,2.0,2.0,0.0
1126,55508,5.0,0.0,4.0,1.0
1127,55201,2.0,0.0,1.0,1.0
1128,55604,4.0,1.0,1.0,2.0
1129,55102,5.0,1.0,2.0,2.0
1130,55205,4.0,1.0,2.0,1.0
1131,55503,6.0,2.0,3.0,1.0
1132,55202,3.0,2.0,1.0,0.0
1133,55401,5.0,2.0,2.0,1.0
1134,55301,6.0,2.0,4.0,0.0
1135,55303,5.0,1.0,2.0,2.0
1136,55607,2.0,1.0,1.0,0.0
1137,55605,5.0,1.0,2.0,2.0
1138,55505,4.0,0.0,3.0,1.0
1139,55203,4.0,1.0,1.0,2.0
1140,55502,2.0,1.0,1.0,0.0
1141,55608,4.0,0.0,2.0,2.0
1142,55103,4.0,2.0,1.0,1.0
1143,55506,4.0,2.0,2.0,0.0
1144,55101,4.0,1.0,1.0,2.0
1145,55703,5.0,1.0,3.0,1.0
1146,55507,6.0,3.0,2.0,1.0
1147,55501,5.0,2.0,1.0,2.0
