,hhid,rescode,aimag,soum,treatment,age,buddhist,hahl,age_sq,marr_cohab
1094,1100,54105,5,54,2.0,24.0,0.0,1.0,576.0,1.0
1095,1104,54106,5,54,2.0,41.0,1.0,1.0,1681.0,1.0
1096,1118,54107,5,54,2.0,37.0,1.0,1.0,1369.0,0.0
1097,1122,54108,5,54,2.0,37.0,0.0,1.0,1369.0,0.0
1098,1095,54109,5,54,2.0,44.0,1.0,1.0,1936.0,1.0
1099,1098,54110,5,54,2.0,23.0,0.0,1.0,529.0,1.0
1100,1105,54111,5,54,2.0,45.0,1.0,1.0,2025.0,1.0
1101,1119,54112,5,54,2.0,22.0,0.0,1.0,484.0,0.0
1102,1120,54201,5,54,2.0,36.0,1.0,1.0,1296.0,1.0
1103,1107,54202,5,54,2.0,58.0,1.0,0.0,3364.0,0.0
1104,1123,54203,5,54,2.0,28.0,0.0,1.0,784.0,0.0
1105,1109,54205,5,54,2.0,36.0,0.0,1.0,1296.0,1.0
1106,1113,54206,5,54,2.0,34.0,1.0,1.0,1156.0,0.0
1107,1116,54207,5,54,2.0,32.0,1.0,1.0,1024.0,1.0
1108,1101,54301,5,54,2.0,30.0,1.0,1.0,900.0,1.0
1109,1115,54302,5,54,2.0,50.0,1.0,0.0,2500.0,1.0
1110,1114,54303,5,54,2.0,40.0,1.0,1.0,1600.0,1.0
1111,1111,54304,5,54,2.0,37.0,1.0,1.0,1369.0,0.0
1112,1121,54307,5,54,2.0,36.0,1.0,1.0,1296.0,1.0
1113,1099,54401,5,54,2.0,48.0,1.0,1.0,2304.0,0.0
1114,1094,54403,5,54,2.0,54.0,1.0,1.0,2916.0,1.0
1115,1112,54405,5,54,2.0,53.0,0.0,0.0,2809.0,1.0
1116,1097,54406,5,54,2.0,54.0,1.0,1.0,2916.0,0.0
1117,1102,54407,5,54,2.0,36.0,1.0,1.0,1296.0,0.0
1118,1110,54408,5,54,2.0,29.0,1.0,1.0,841.0,1.0
1119,1117,54409,5,54,2.0,31.0,0.0,1.0,961.0,1.0
1120,1148,55101,5,55,1.0,29.0,1.0,1.0,841.0,1.0
1121,1133,55102,5,55,1.0,34.0,1.0,1.0,1156.0,1.0
1122,1146,55103,5,55,1.0,38.0,0.0,1.0,1444.0,1.0
1123,1131,55201,5,55,1.0,46.0,1.0,0.0,2116.0,0.0
1124,1136,55202,5,55,1.0,46.0,0.0,1.0,2116.0,1.0
1125,1143,55203,5,55,1.0,27.0,0.0,0.0,729.0,1.0
1126,1126,55204,5,55,1.0,44.0,0.0,0.0,1936.0,1.0
1127,1134,55205,5,55,1.0,42.0,1.0,0.0,1764.0,0.0
1128,1138,55301,5,55,1.0,47.0,0.0,0.0,2209.0,1.0
1129,1124,55302,5,55,1.0,29.0,0.0,0.0,841.0,1.0
1130,1139,55303,5,55,1.0,41.0,0.0,0.0,1681.0,1.0
1131,1137,55401,5,55,1.0,41.0,1.0,0.0,1681.0,1.0
1132,1151,55501,5,55,1.0,54.0,0.0,1.0,2916.0,1.0
1133,1144,55502,5,55,1.0,53.0,0.0,0.0,2809.0,1.0
1134,1135,55503,5,55,1.0,22.0,0.0,1.0,484.0,0.0
1135,1142,55505,5,55,1.0,50.0,0.0,1.0,2500.0,1.0
1136,1147,55506,5,55,1.0,47.0,1.0,1.0,2209.0,0.0
1137,1150,55507,5,55,1.0,47.0,0.0,0.0,2209.0,1.0
1138,1130,55508,5,55,1.0,54.0,1.0,1.0,2916.0,0.0
1139,1125,55602,5,55,1.0,25.0,0.0,1.0,625.0,1.0
1140,1127,55603,5,55,1.0,23.0,0.0,1.0,529.0,0.0
1141,1132,55604,5,55,1.0,31.0,1.0,0.0,961.0,1.0
1142,1141,55605,5,55,1.0,68.0,1.0,0.0,4624.0,1.0
1143,1129,55606,5,55,1.0,38.0,1.0,1.0,1444.0,0.0
1144,1140,55607,5,55,1.0,33.0,0.0,0.0,1089.0,1.0
1145,1145,55608,5,55,1.0,26.0,1.0,1.0,676.0,0.0
1146,1149,55703,5,55,1.0,40.0,0.0,1.0,1600.0,1.0
1147,1128,55704,5,55,1.0,52.0,1.0,1.0,2704.0,0.0
